district_id,beneficiary_rows,unique_card_holders,eligible_population,raw_coverage,clean_coverage,approved_claims,utilisation_per_card,utilisation_per_eligible,gap,supply_count,supply_per_1000,private_share
11,348,348,394,0.883248730964467,0.883248730964467,0,0.0,0.0,0.883248730964467,0,0.0,
8,364,364,402,0.9054726368159204,0.9054726368159204,218,0.5989010989010989,0.5422885572139303,0.36318407960199006,3,7.462686567164179,1.0
20,487,487,658,0.7401215805471124,0.7401215805471124,401,0.8234086242299795,0.6094224924012158,0.1306990881458966,8,12.158054711246201,0.625
17,225,225,461,0.4880694143167028,0.4880694143167028,173,0.7688888888888888,0.3752711496746204,0.11279826464208242,4,8.676789587852495,0.75
18,210,210,469,0.44776119402985076,0.44776119402985076,182,0.8666666666666667,0.3880597014925373,0.05970149253731344,8,17.057569296375267,0.75
9,567,567,696,0.8146551724137931,0.8146551724137931,538,0.9488536155202821,0.7729885057471264,0.04166666666666674,5,7.183908045977011,0.6
15,215,215,365,0.589041095890411,0.589041095890411,204,0.9488372093023256,0.5589041095890411,0.03013698630136985,8,21.91780821917808,0.625
12,422,422,652,0.647239263803681,0.647239263803681,421,0.9976303317535545,0.6457055214723927,0.0015337423312883347,11,16.87116564417178,0.6363636363636364
7,295,238,280,1.0535714285714286,0.85,239,1.004201680672269,0.8535714285714285,-0.0035714285714285587,7,25.0,0.5714285714285714
14,150,150,366,0.4098360655737705,0.4098360655737705,155,1.0333333333333334,0.42349726775956287,-0.013661202185792365,4,10.92896174863388,0.5
19,284,284,608,0.46710526315789475,0.46710526315789475,313,1.102112676056338,0.5148026315789473,-0.0476973684210526,5,8.223684210526315,0.6
1,247,247,677,0.36484490398818314,0.36484490398818314,311,1.2591093117408907,0.45937961595273263,-0.09453471196454949,11,16.24815361890694,0.2727272727272727
6,162,162,464,0.34913793103448276,0.34913793103448276,217,1.3395061728395061,0.4676724137931034,-0.11853448275862066,10,21.551724137931036,0.4
4,422,422,490,0.8612244897959184,0.8612244897959184,485,1.1492890995260663,0.9897959183673469,-0.12857142857142856,6,12.244897959183673,0.3333333333333333
16,344,344,397,0.8664987405541562,0.8664987405541562,425,1.2354651162790697,1.070528967254408,-0.20403022670025184,5,12.594458438287154,0.4
13,310,310,230,1.3478260869565217,1.3478260869565217,365,1.1774193548387097,1.5869565217391304,-0.23913043478260865,5,21.73913043478261,0.4
2,253,253,407,0.6216216216216216,0.6216216216216216,353,1.3952569169960474,0.8673218673218673,-0.24570024570024573,6,14.742014742014742,0.3333333333333333
5,270,270,475,0.5684210526315789,0.5684210526315789,387,1.4333333333333333,0.8147368421052632,-0.24631578947368427,4,8.421052631578947,0.25
3,266,266,362,0.7348066298342542,0.7348066298342542,401,1.5075187969924813,1.1077348066298343,-0.3729281767955801,1,2.7624309392265194,0.0
10,473,473,629,0.7519872813990461,0.7519872813990461,789,1.668076109936575,1.2543720190779015,-0.5023847376788554,7,11.128775834658187,0.0
